Date,Lat,Lon,Presence,SST,Chlorophyll,Salinity,Bathymetry
2002-03-31,41.49506,-67.63305,0,,,,
2002-03-31,43.47948,-67.21718,0,,,,
2002-03-31,40.44391,-69.9734,0,,,,
2002-04-02,42.09,-69.64,1,,,,
2002-04-02,42.14,-70.33,1,,,,
2002-04-02,42.16,-70.16,1,,,,
2002-04-02,40.92986,-68.24374,0,,,,
2002-04-02,42.10814,-67.52634,0,,,,
2002-04-02,41.84646,-69.10415,0,,,,
2002-04-02,40.36225,-70.07625,0,,,,
2002-04-02,41.87153,-69.87692,0,,,,
2002-04-02,42.41156,-70.77546,0,,,,
2002-04-02,44.3988,-68.82683,0,,,,
2002-04-02,41.84945,-68.78278,0,,,,
2002-04-02,43.70701,-68.96625,0,,,,
2002-04-02,40.25951,-68.1591,0,,,,
2002-04-02,40.60889,-67.65809,0,,,,
2002-04-02,41.10403,-70.00127,0,,,,
2002-04-05,42.13,-69.95,1,,,,
2002-04-05,42.23,-69.1,1,,,,
2002-04-05,42.35,-69.98,1,,,,
2002-04-05,42.22,-70.0,1,,,,
2002-04-05,42.13,-69.97,1,,,,
2002-04-05,42.08,-69.92,1,,,,
2002-04-05,43.38005,-66.76887,0,,,,
2002-04-05,41.29031,-71.63712,0,,,,
2002-04-05,41.31917,-68.53664,0,,,,
2002-04-05,39.82782,-70.37366,0,,,,
2002-04-05,40.72254,-68.56491,0,,,,
2002-04-05,43.58344,-66.21886,0,,,,
2002-04-05,41.21866,-68.57736,0,,,,
2002-04-05,44.35708,-68.01349,0,,,,
2002-04-05,40.41801,-68.156,0,,,,
2002-04-05,43.5466,-69.93457,0,,,,
2002-04-05,41.19139,-67.64166,0,,,,
2002-04-05,41.14479,-71.84053,0,,,,
2002-04-05,41.59088,-70.80542,0,,,,
2002-04-05,42.22033,-66.74056,0,,,,
2002-04-05,42.03215,-69.58619,0,,,,
2002-04-05,40.68054,-69.0363,0,,,,
2002-04-05,40.78489,-71.43871,0,,,,
2002-04-05,41.43987,-67.61368,0,,,,
2002-04-05,40.9599,-68.98662,0,,,,
2002-04-05,41.85098,-70.18798,0,,,,
2002-04-05,41.06379,-67.06856,0,,,,
2002-04-05,43.69585,-67.33294,0,,,,
2002-04-05,42.88716,-68.14199,0,,,,
2002-04-05,41.34035,-66.89948,0,,,,
2002-04-07,41.23,-70.12,1,,,,
2002-04-07,42.01617,-67.46326,0,,,,
2002-04-07,43.73498,-69.22442,0,,,,
2002-04-07,43.0963,-70.41497,0,,,,
2002-04-07,41.70074,-67.59522,0,,,,
2002-04-11,42.17,-69.88,1,,,,
2002-04-11,42.15,-69.92,1,,,,
2002-04-11,42.17,-69.89,1,,,,
2002-04-11,40.36822,-70.99302,0,,,,
2002-04-11,42.94009,-70.61323,0,,,,
2002-04-11,40.83261,-67.74426,0,,,,
2002-04-11,40.44755,-71.35693,0,,,,
2002-04-11,40.82749,-72.26424,0,,,,
2002-04-11,43.3375,-66.67948,0,,,,
2002-04-11,41.05208,-68.55323,0,,,,
2002-04-11,42.66333,-70.06273,0,,,,
2002-04-11,43.49538,-67.9778,0,,,,
2002-04-11,42.28317,-69.50036,0,,,,
2002-04-11,42.36796,-67.2366,0,,,,
2002-04-11,43.08662,-69.88735,0,,,,
2002-04-12,42.65,-69.76,1,,,,
2002-04-12,42.84,-69.79,1,,,,
2002-04-12,43.44135,-68.51666,0,,,,
2002-04-12,41.59798,-66.43126,0,,,,
2002-04-12,40.65765,-71.05207,0,,,,
2002-04-12,41.7005,-67.31438,0,,,,
2002-04-12,42.20983,-69.85889,0,,,,
2002-04-12,42.23311,-70.33367,0,,,,
2002-04-12,43.91099,-66.52455,0,,,,
2002-04-12,42.42384,-66.68095,0,,,,
2002-04-14,43.55,-69.88,1,,,,
2002-04-14,43.58,-69.91,1,,,,
2002-04-14,42.52,-70.01,1,,,,
2002-04-14,42.26,-70.0,1,,,,
2002-04-14,40.96512,-69.76344,0,,,,
2002-04-14,42.99971,-68.42619,0,,,,
2002-04-14,44.88804,-66.89936,0,,,,
2002-04-14,42.47267,-67.35035,0,,,,
2002-04-14,43.11165,-67.54923,0,,,,
2002-04-14,41.56288,-70.29515,0,,,,
2002-04-14,43.77065,-67.07497,0,,,,
2002-04-14,43.50824,-67.44878,0,,,,
2002-04-14,42.24789,-66.94943,0,,,,
2002-04-14,41.6018,-69.07791,0,,,,
2002-04-14,43.29238,-67.23012,0,,,,
2002-04-14,41.13728,-67.12089,0,,,,
2002-04-14,41.76492,-68.74697,0,,,,
2002-04-14,41.19539,-72.07409,0,,,,
2002-04-14,43.49427,-69.35345,0,,,,
2002-04-14,40.81402,-72.02178,0,,,,
2002-04-15,41.78,-70.55,1,,,,
2002-04-15,40.66568,-68.07137,0,,,,
2002-04-15,43.58404,-68.55706,0,,,,
2002-04-15,41.63893,-67.99781,0,,,,
2002-04-15,42.51034,-69.21396,0,,,,
2002-04-17,41.69,-69.26,1,,,,
2002-04-17,41.68,-69.29,1,,,,
2002-04-17,41.68,-69.24,1,,,,
2002-04-17,41.69,-69.23,1,,,,
2002-04-17,41.6,-69.27,1,,,,
2002-04-17,41.51,-69.17,1,,,,
2002-04-17,42.46,-70.4,1,,,,
2002-04-17,42.32,-70.37,1,,,,
2002-04-17,42.32,-70.32,1,,,,
2002-04-17,42.41847,-65.99488,0,,,,
2002-04-17,40.53586,-72.18379,0,,,,
2002-04-17,40.89682,-71.78355,0,,,,
2002-04-17,42.33556,-66.09535,0,,,,
2002-04-17,40.11923,-70.10598,0,,,,
2002-04-17,42.44537,-68.3342,0,,,,
2002-04-17,43.00817,-67.17175,0,,,,
2002-04-17,40.51482,-67.0732,0,,,,
2002-04-17,40.96179,-67.99018,0,,,,
2002-04-17,40.7557,-69.2866,0,,,,
2002-04-17,39.70212,-71.33246,0,,,,
2002-04-17,43.15175,-69.8627,0,,,,
2002-04-17,40.22954,-67.0947,0,,,,
2002-04-17,39.91458,-68.83836,0,,,,
2002-04-17,41.09768,-67.96636,0,,,,
2002-04-17,39.42675,-70.6631,0,,,,
2002-04-17,40.4527,-70.66538,0,,,,
2002-04-17,40.883,-72.08382,0,,,,
2002-04-17,40.96552,-66.37746,0,,,,
2002-04-17,39.05649,-70.42776,0,,,,
2002-04-17,42.32901,-69.56497,0,,,,
2002-04-17,41.62142,-66.85356,0,,,,
2002-04-17,42.96322,-69.22986,0,,,,
2002-04-17,41.69019,-66.50319,0,,,,
2002-04-17,41.32217,-67.93644,0,,,,
2002-04-17,43.80238,-67.83954,0,,,,
2002-04-17,41.59686,-68.31605,0,,,,
2002-04-17,40.33471,-70.17409,0,,,,
2002-04-17,43.86028,-67.63354,0,,,,
2002-04-17,39.92548,-70.85146,0,,,,
2002-04-17,40.41771,-69.67692,0,,,,
2002-04-17,42.52648,-67.50014,0,,,,
2002-04-17,40.78426,-71.78874,0,,,,
2002-04-17,42.23733,-67.39339,0,,,,
2002-04-17,41.07338,-68.80577,0,,,,
2002-04-17,40.45781,-71.6707,0,,,,
2002-04-20,42.82,-69.12,1,,,,
2002-04-20,42.83,-69.0,1,,,,
2002-04-20,42.38,-70.38,1,,,,
2002-04-20,42.13,-70.46,1,,,,
2002-04-20,44.3105,-66.65443,0,,,,
2002-04-20,42.81936,-67.07871,0,,,,
2002-04-20,43.03323,-66.40815,0,,,,
2002-04-20,40.65637,-69.54729,0,,,,
2002-04-20,40.54293,-68.10952,0,,,,
2002-04-20,43.59943,-69.61203,0,,,,
2002-04-20,41.44088,-68.79785,0,,,,
2002-04-20,42.34902,-68.78172,0,,,,
2002-04-20,43.47768,-67.99921,0,,,,
2002-04-20,40.13412,-69.12519,0,,,,
2002-04-20,43.94994,-69.15272,0,,,,
2002-04-20,41.25782,-71.01778,0,,,,
2002-04-20,43.84714,-68.96537,0,,,,
2002-04-20,40.70552,-69.08548,0,,,,
2002-04-20,41.39892,-69.74627,0,,,,
2002-04-20,42.56321,-69.94487,0,,,,
2002-04-21,42.14,-68.78,1,,,,
2002-04-21,40.40743,-71.42213,0,,,,
2002-04-21,40.9826,-68.77766,0,,,,
2002-04-21,40.10948,-70.74856,0,,,,
2002-04-21,41.79161,-67.37555,0,,,,
2002-04-23,42.88,-69.03,1,,,,
2002-04-23,42.95,-69.08,1,,,,
2002-04-23,42.95,-69.1,1,,,,
2002-04-23,43.26,-68.78,1,,,,
2002-04-23,43.41,-69.22,1,,,,
2002-04-23,42.03,-70.0,1,,,,
2002-04-23,40.53075,-68.51802,0,,,,
2002-04-23,42.12909,-68.80266,0,,,,
2002-04-23,42.48345,-69.93193,0,,,,
2002-04-23,40.58865,-67.62486,0,,,,
2002-04-23,40.73815,-67.16686,0,,,,
2002-04-23,44.16164,-68.2403,0,,,,
2002-04-23,40.66175,-67.68983,0,,,,
2002-04-23,42.20415,-65.91433,0,,,,
2002-04-23,40.73638,-69.93744,0,,,,
2002-04-23,43.4889,-69.59883,0,,,,
2002-04-23,41.1619,-70.49092,0,,,,
2002-04-23,42.6294,-68.50829,0,,,,
2002-04-23,42.24461,-65.87071,0,,,,
2002-04-23,42.54319,-67.53287,0,,,,
2002-04-23,42.9026,-70.4306,0,,,,
2002-04-23,41.34976,-70.19052,0,,,,
2002-04-23,43.57655,-68.04498,0,,,,
2002-04-23,42.33404,-68.63338,0,,,,
2002-04-23,41.04619,-67.5318,0,,,,
2002-04-23,42.07952,-69.16089,0,,,,
2002-04-23,41.13346,-72.7878,0,,,,
2002-04-23,43.25949,-68.93921,0,,,,
2002-04-23,41.70553,-66.97032,0,,,,
2002-04-23,40.5183,-67.71975,0,,,,
2002-04-24,42.61,-69.61,1,,,,
2002-04-24,42.6,-69.88,1,,,,
2002-04-24,42.45,-69.68,1,,,,
2002-04-24,42.36,-69.91,1,,,,
2002-04-24,42.26,-70.32,1,,,,
2002-04-24,41.55841,-66.81162,0,,,,
2002-04-24,44.13507,-67.76045,0,,,,
2002-04-24,43.02666,-67.41959,0,,,,
2002-04-24,40.87125,-69.30773,0,,,,
2002-04-24,43.2716,-68.12046,0,,,,
2002-04-24,42.71594,-67.87965,0,,,,
2002-04-24,40.91198,-69.03739,0,,,,
2002-04-24,40.29305,-70.85863,0,,,,
2002-04-24,43.2871,-68.54163,0,,,,
2002-04-24,41.88246,-67.77935,0,,,,
2002-04-24,39.7751,-69.24314,0,,,,
2002-04-24,43.37367,-68.35356,0,,,,
2002-04-24,39.92925,-71.42995,0,,,,
2002-04-24,41.84833,-68.45858,0,,,,
2002-04-24,43.57824,-70.14968,0,,,,
2002-04-24,42.98111,-66.82555,0,,,,
2002-04-24,42.96654,-68.56913,0,,,,
2002-04-24,43.4795,-67.61106,0,,,,
2002-04-24,44.15846,-68.96699,0,,,,
2002-04-24,41.87784,-68.25535,0,,,,
2002-04-25,42.15,-70.07,1,,,,
2002-04-25,39.73625,-70.31365,0,,,,
2002-04-25,43.14415,-69.83238,0,,,,
2002-04-25,41.5956,-68.36862,0,,,,
2002-04-25,41.1093,-67.06621,0,,,,
2002-04-27,42.18,-70.08,1,,,,
2002-04-27,42.16,-70.08,1,,,,
2002-04-27,42.30836,-69.72467,0,,,,
2002-04-27,43.46107,-67.46999,0,,,,
2002-04-27,39.72684,-69.96127,0,,,,
2002-04-27,42.30862,-69.44032,0,,,,
2002-04-27,42.06383,-67.09741,0,,,,
2002-04-27,43.05975,-68.90749,0,,,,
2002-04-27,41.50405,-68.4498,0,,,,
2002-04-27,41.83026,-67.3097,0,,,,
2002-04-30,42.44,-69.62,1,,,,
2002-04-30,41.83,-68.45,1,,,,
2002-04-30,41.53,-69.42,1,,,,
2002-04-30,41.62,-69.43,1,,,,
2002-04-30,41.7,-69.47,1,,,,
2002-04-30,41.69,-69.59,1,,,,
2002-04-30,42.50811,-67.10278,0,,,,
2002-04-30,43.72863,-66.74888,0,,,,
2002-04-30,40.84032,-69.95976,0,,,,
2002-04-30,41.0644,-67.46075,0,,,,
2002-04-30,41.50883,-65.76264,0,,,,
2002-04-30,39.79853,-69.03889,0,,,,
2002-04-30,41.45107,-65.76753,0,,,,
2002-04-30,43.31063,-66.07006,0,,,,
2002-04-30,40.32531,-71.44974,0,,,,
2002-04-30,40.48304,-70.00148,0,,,,
2002-04-30,40.62342,-71.56281,0,,,,
2002-04-30,42.44096,-68.69734,0,,,,
2002-04-30,42.44209,-68.59842,0,,,,
2002-04-30,43.04194,-69.46828,0,,,,
2002-04-30,41.49701,-68.33955,0,,,,
2002-04-30,40.24772,-68.52963,0,,,,
2002-04-30,41.98041,-67.61969,0,,,,
2002-04-30,43.54607,-67.72239,0,,,,
2002-04-30,41.12601,-71.20629,0,,,,
2002-04-30,41.83334,-67.31837,0,,,,
2002-04-30,43.09235,-70.60516,0,,,,
2002-04-30,43.93871,-68.07481,0,,,,
2002-04-30,41.86099,-68.81226,0,,,,
2002-04-30,41.04267,-71.04276,0,,,,
2002-05-01,43.17,-69.43,1,,,,
2002-05-01,42.51,-69.64,1,,,,
2002-05-01,42.6,-69.85,1,,,,
2002-05-01,43.3174,-67.13173,0,,,,
2002-05-01,42.35767,-69.59412,0,,,,
2002-05-01,41.21473,-71.13659,0,,,,
2002-05-01,42.03897,-70.66046,0,,,,
2002-05-01,43.23074,-66.42108,0,,,,
2002-05-01,43.46653,-67.22797,0,,,,
2002-05-01,42.11605,-70.43519,0,,,,
2002-05-01,43.28704,-69.29809,0,,,,
2002-05-01,42.11715,-70.39162,0,,,,
2002-05-01,44.38181,-67.28714,0,,,,
2002-05-01,42.74087,-66.81361,0,,,,
2002-05-01,40.85888,-69.07315,0,,,,
2002-05-02,42.18,-70.04,1,,,,
2002-05-02,40.97965,-70.13891,0,,,,
2002-05-02,43.41629,-67.68247,0,,,,
2002-05-02,40.77251,-71.2832,0,,,,
2002-05-02,44.19306,-68.1794,0,,,,
2002-05-04,42.17,-69.95,1,,,,
2002-05-04,43.15,-69.27,1,,,,
2002-05-04,43.19,-69.36,1,,,,
2002-05-04,41.63,-69.38,1,,,,
2002-05-04,41.9,-69.8,1,,,,
2002-05-04,42.36311,-68.87096,0,,,,
2002-05-04,40.95827,-68.26725,0,,,,
2002-05-04,43.37357,-69.50879,0,,,,
2002-05-04,39.60509,-69.14515,0,,,,
2002-05-04,42.8233,-69.418,0,,,,
2002-05-04,42.44616,-68.70547,0,,,,
2002-05-04,43.15669,-67.49051,0,,,,
2002-05-04,43.80889,-68.24427,0,,,,
2002-05-04,43.48889,-67.79118,0,,,,
2002-05-04,42.15109,-66.59849,0,,,,
2002-05-04,41.66389,-67.19587,0,,,,
2002-05-04,43.43342,-69.1538,0,,,,
2002-05-04,41.89731,-69.03786,0,,,,
2002-05-04,40.55375,-67.82232,0,,,,
2002-05-04,42.25508,-68.302,0,,,,
2002-05-04,40.24462,-67.28013,0,,,,
2002-05-04,43.1531,-69.50344,0,,,,
2002-05-04,41.18421,-71.4975,0,,,,
2002-05-04,41.75935,-67.51931,0,,,,
2002-05-04,42.96832,-67.07285,0,,,,
2002-05-05,41.64,-69.32,1,,,,
2002-05-05,42.19,-70.32,1,,,,
2002-05-05,42.2,-70.21,1,,,,
2002-05-05,42.2,-70.32,1,,,,
2002-05-05,42.1,-70.43,1,,,,
2002-05-05,41.77,-69.52,1,,,,
2002-05-05,41.78,-69.6,1,,,,
2002-05-05,41.75,-69.54,1,,,,
2002-05-05,41.64,-69.44,1,,,,
2002-05-05,41.61,-69.32,1,,,,
2002-05-05,41.64,-69.3,1,,,,
2002-05-05,41.55,-69.34,1,,,,
2002-05-05,41.51,-69.19,1,,,,
2002-05-05,41.45,-69.17,1,,,,
2002-05-05,42.2,-70.2,1,,,,
2002-05-05,43.63362,-67.78963,0,,,,
2002-05-05,41.88408,-68.27936,0,,,,
2002-05-05,43.17425,-69.74144,0,,,,
2002-05-05,42.40737,-66.29056,0,,,,
2002-05-05,43.4498,-69.90435,0,,,,
2002-05-05,43.21503,-70.40877,0,,,,
2002-05-05,40.45685,-71.60025,0,,,,
2002-05-05,40.62007,-71.61133,0,,,,
2002-05-05,43.87789,-69.57966,0,,,,
2002-05-05,39.90905,-71.21082,0,,,,
2002-05-05,41.78181,-67.73862,0,,,,
2002-05-05,42.55897,-66.68155,0,,,,
2002-05-05,42.12903,-69.91677,0,,,,
2002-05-05,40.04912,-72.07405,0,,,,
2002-05-05,40.79504,-70.26686,0,,,,
2002-05-05,41.14946,-70.9305,0,,,,
2002-05-05,42.8131,-67.4699,0,,,,
2002-05-05,43.52172,-69.38305,0,,,,
2002-05-05,41.69444,-69.06875,0,,,,
2002-05-05,40.02784,-69.26371,0,,,,
2002-05-05,41.6705,-67.18422,0,,,,
2002-05-05,43.14275,-68.52708,0,,,,
2002-05-05,40.19564,-68.93581,0,,,,
2002-05-05,41.4525,-67.36799,0,,,,
2002-05-05,43.5002,-67.01722,0,,,,
2002-05-05,43.18217,-67.5178,0,,,,
2002-05-05,43.96344,-68.9483,0,,,,
2002-05-05,39.6479,-71.2251,0,,,,
2002-05-05,41.26171,-70.47039,0,,,,
2002-05-05,43.83673,-69.48943,0,,,,
2002-05-05,40.59445,-71.21058,0,,,,
2002-05-05,39.82134,-70.46234,0,,,,
2002-05-05,40.92966,-69.96129,0,,,,
2002-05-05,41.71555,-68.07968,0,,,,
2002-05-05,43.1364,-66.69672,0,,,,
2002-05-05,41.1555,-70.11607,0,,,,
2002-05-05,39.72613,-67.34501,0,,,,
2002-05-05,43.19613,-66.54628,0,,,,
2002-05-05,40.3939,-68.30496,0,,,,
2002-05-05,41.62998,-67.72191,0,,,,
2002-05-05,39.39455,-68.14822,0,,,,
2002-05-05,41.71116,-68.97454,0,,,,
2002-05-05,39.26164,-69.06827,0,,,,
2002-05-05,40.83562,-66.29996,0,,,,
2002-05-05,40.48058,-72.20526,0,,,,
2002-05-05,39.27337,-67.77294,0,,,,
2002-05-05,39.58438,-67.24348,0,,,,
2002-05-05,38.95188,-69.60256,0,,,,
2002-05-05,41.95342,-70.16885,0,,,,
2002-05-05,42.67918,-66.51264,0,,,,
2002-05-05,40.59375,-68.94364,0,,,,
2002-05-05,40.0392,-67.16392,0,,,,
2002-05-05,40.16675,-70.6071,0,,,,
2002-05-05,42.9483,-66.26113,0,,,,
2002-05-05,41.31075,-69.47478,0,,,,
2002-05-05,41.1152,-72.2176,0,,,,
2002-05-05,43.06795,-67.74087,0,,,,
2002-05-05,42.61735,-68.28,0,,,,
2002-05-05,43.68162,-69.04168,0,,,,
2002-05-05,42.94583,-70.74457,0,,,,
2002-05-06,41.17,-69.12,1,,,,
2002-05-06,41.3,-68.88,1,,,,
2002-05-06,41.3,-69.22,1,,,,
2002-05-06,40.04361,-69.9856,0,,,,
2002-05-06,43.19928,-68.69635,0,,,,
2002-05-06,41.40137,-68.67022,0,,,,
2002-05-06,41.0139,-67.53653,0,,,,
2002-05-06,40.64058,-65.7795,0,,,,
2002-05-06,43.75759,-68.72084,0,,,,
2002-05-06,41.74692,-65.8821,0,,,,
2002-05-06,41.39982,-70.79559,0,,,,
2002-05-06,41.96082,-66.4582,0,,,,
2002-05-06,42.29717,-67.6118,0,,,,
2002-05-06,40.54388,-68.34426,0,,,,
2002-05-06,42.42426,-70.30326,0,,,,
2002-05-08,41.12,-69.07,1,,,,
2002-05-08,41.33,-68.82,1,,,,
2002-05-08,40.90158,-68.0955,0,,,,
2002-05-08,39.78998,-67.8577,0,,,,
2002-05-08,42.61467,-70.47897,0,,,,
2002-05-08,43.22081,-67.95431,0,,,,
2002-05-08,39.26906,-66.73583,0,,,,
2002-05-08,41.34086,-68.45142,0,,,,
2002-05-08,40.91551,-68.37362,0,,,,
2002-05-08,42.8928,-66.67709,0,,,,
2002-05-10,42.48,-69.92,1,,,,
2002-05-10,41.13172,-68.73548,0,,,,
2002-05-10,44.03741,-68.35879,0,,,,
2002-05-10,41.08214,-67.76028,0,,,,
2002-05-10,41.69004,-71.30261,0,,,,
2002-05-11,41.62,-69.12,1,,,,
2002-05-11,41.10214,-68.99514,0,,,,
2002-05-11,39.83365,-66.53222,0,,,,
2002-05-11,40.52137,-67.08619,0,,,,
2002-05-11,40.60687,-66.52623,0,,,,
2002-05-12,41.35,-69.25,1,,,,
2002-05-12,41.33,-69.21,1,,,,
2002-05-12,41.31,-69.2,1,,,,
2002-05-12,41.31,-69.19,1,,,,
2002-05-12,41.64,-68.4,1,,,,
2002-05-12,41.57,-69.52,1,,,,
2002-05-12,41.73,-69.52,1,,,,
2002-05-12,41.73,-69.5,1,,,,
2002-05-12,41.67,-69.31,1,,,,
2002-05-12,41.55,-69.55,1,,,,
2002-05-12,41.49,-69.25,1,,,,
2002-05-12,41.09622,-70.20126,0,,,,
2002-05-12,42.80024,-70.51353,0,,,,
2002-05-12,43.78632,-68.58451,0,,,,
2002-05-12,40.95598,-66.21166,0,,,,
2002-05-12,41.61948,-66.38083,0,,,,
2002-05-12,40.10554,-71.6576,0,,,,
2002-05-12,38.99511,-67.54969,0,,,,
2002-05-12,43.09544,-67.39023,0,,,,
2002-05-12,42.7125,-70.45212,0,,,,
